key,lat,lon,plus,fips
Alabama|Tillman's Corner,30.5901929,-88.1708352,862HHRRH+3M,01097
"Missouri|Hwy 116 near Missouri River, Missouri",40.2304251,-92.5022751,86G96FJX+53,29001
"Missouri|I-35 N, Liberty US-MO (39.2851,-94.4166)",39.2851,-94.4166,86F77HPM+29,29047
"Missouri|I-70, MO-94, along the Katy Trail",38.5972432,-90.8918507,86CFH4W5+V7,29183
Missouri|Springfield KOA,,,,
Missouri|Watkins Mill SP,39.4033857,-94.2620544,86F7CP3Q+95,29047
"Montana|Beartooth Highway, Montana",45.1857782,-109.2468211,85QG5QP3+87,30009
Montana|Billings,45.7832856,-108.5006904,85QHQFMX+8P,30111
"Montana|Great Falls, Montana",47.4941836,-111.2833449,85VCFPV8+MM,30013
Montana|Hardin,45.7324778,-107.6120314,85QJP9JQ+X5,30003
"Montana|Lee Metcalfe NWR, Montana",46.5559109,-114.0766062,85R7HW4F+99,30081
Montana|Ryegate,46.2971794,-109.2587859,85RG7PWR+VF,30037
"Montana|Three Forks, Montana",45.892428,-111.5521925,85QCVCRX+X4,30031
Montana|Townsend,46.3190976,-111.5208023,85RC8F9H+JM,30007
"Montana|US 12 — MT 3, Ryegate",46.2973768,-109.25644,85RG7PWV+XC,30037
"Montana|US93, Montana",,,,
Netherlands|Amsterdam,,,,
Netherlands|Delft,,,,
"Netherlands|Texel, Netherlands",,,,
Netherlands|Zaanse Schanz,,,,
Netherlands|Zuider Zee,,,,
"Netherlands|train to Den Helder, Netherlands",,,,
Nevada|Gold Ranch RV Campground,39.5018135,-120.0032267,84FXGX2W+PP,32031
"Nevada|Silver City, Nevada",39.2635236,-119.640455,85F27975+CR,32019
"New Hampshire|Cathedral of the Pines, Rindge",42.7511964,-72.0098021,87J9QX2R+F3,33005
"New Hampshire|Colby Inn, Henniker",43.1798323,-71.8222872,87MC55HH+W3,33013
"New Hampshire|Forrester's Tree Farm, Henniker",43.1798323,-71.8222872,87MC55HH+W3,33013
New Hampshire|Lebanon,43.6422934,-72.2517569,87M9JPRX+W7,33009
"New Hampshire|Lebanon, New Hampshire",43.6422934,-72.2517569,87M9JPRX+W7,33009
New Hampshire|Manchester,42.9956397,-71.4547891,87JCXGWW+73,33011
"New Hampshire|Quincy Bog Natural Area, Rumney",43.7909478,-71.7774084,87MCQ6RF+92,33009
"New Hampshire|US-NH-Boston Lot Lake trail--powerline corridor, Lebanon",43.6422934,-72.2517569,87M9JPRX+W7,33009
New Hampshire|US-NH-Enfield-Northern Rail Trl - 43.6413x-72.1461,43.6413,-72.1461,87M9JVR3+GH,33009
New Hampshire|US-NH-Hollis-11 Pierce Ln - 42.7555x-71.5564,42.7555,-71.5564,87JCQC4V+5C,33011
New Hampshire|US-NH-Lebanon-38-90 Alice Peck Day Dr - 43.6439x-72.2653,43.6439,-72.2653,87M9JPVM+HV,33009
New Hampshire|US-NH-Lebanon-Colburn Park - 43.6423x-72.2514,43.6423,-72.2514,87M9JPRX+WC,33009
New Hampshire|Waterville Valley,43.9500695,-71.4995204,87MCXG22+25,33009
New Hampshire|Waterville Valley Resort,43.9615204,-71.5558165,87MCXC6V+JM,33009
New Hampshire|Waterville Valley resort,43.9615204,-71.5558165,87MCXC6V+JM,33009
"New Mexico|Albuquerque, New Mexico",35.0853336,-106.6055534,857M39PV+4Q,35001
New Mexico|Animas Creek,32.9690277,-107.3483394,854JXM92+JM,35051
"New Mexico|Bitter Lake NWR, Roswell",33.3942655,-104.5230242,855Q9FVG+PQ,35005
New Mexico|Bosque del Apache,33.8045085,-106.8909954,855MR435+RJ,35053
New Mexico|Bosque del Apache NWR,33.8044934,-106.8910151,855MR435+QH,35053
New Mexico|Caballo State Park,32.996389,-107.286944,854JXPW7+H6,35051
"New Mexico|Canyons/Rest areas, Sandia, Albuquerque",35.0853336,-106.6055534,857M39PV+4Q,35001
New Mexico|Chaco,32.9311987,-105.9576476,854PW2JR+FW,35035
New Mexico|El Malpais,34.7622931,-107.9550904,856JQ26V+WX,35006
"New Mexico|Embudito Canyon, Albuquerque",35.0676143,-106.5241589,857M3F9G+28,35001
New Mexico|En route,36.7522852,-108.2667454,858HQP2M+W8,35045
New Mexico|En route to Portal,31.8706767,-109.0438224,853GVXC4+7F,35023
"New Mexico|Golf Course, Albuquerque",35.1416287,-106.5742896,857M4CRG+M7,35001
New Mexico|Grants,35.14726,-107.8514466,857J44WX+WC,35006
"New Mexico|Grants, New Mexico",35.14726,-107.8514466,857J44WX+WC,35006
New Mexico|Hwy 14 Pullouts,,,,
"New Mexico|Lannois' House, Albuquerque",35.0853336,-106.6055534,857M39PV+4Q,35001
"New Mexico|Las Vegas NWR, Las Vegas",35.5510195,-105.1666955,857PHR2M+C8,35047
"New Mexico|Linnois' House, Albuquerque",35.0957995,-106.5714216,857M3CWH+8C,35001
New Mexico|Percha Dam State Park,32.8684659,-107.3063745,854JVM9V+9F,35051
"New Mexico|Petroglyph Nat'l Monument, Albuquerque",35.0853336,-106.6055534,857M39PV+4Q,35001
"New Mexico|Petroglyph Nt'l Monument, Albuquerque",35.0853336,-106.6055534,857M39PV+4Q,35001
"New Mexico|Petroglyphs, Albuquerque",35.1150371,-106.732063,857M4789+25,35001
"New Mexico|Rest Area, Sandia, Albuquerque",35.0853336,-106.6055534,857M39PV+4Q,35001
"New Mexico|Rio Grand Nature, New Mexico",35.1286772,-106.6828715,857M48H8+FV,35001
"New Mexico|Rio Grande Nature Center, Albuquerque",35.1286772,-106.6828715,857M48H8+FV,35001
New Mexico|Road to Santa Fe,35.6869752,-105.937799,857PM3P6+QV,35049
New Mexico|Rodeo,31.8353718,-109.0311699,853GRXP9+4G,35023
New Mexico|Sandia Crest,35.2102777,-106.4497222,857M6H62+44,35001
"New Mexico|Sandia Crest, Albuquerque",35.2102777,-106.4497222,857M6H62+44,35001
"New Mexico|Sandia Park, Albuquerque",35.1633402,-106.4354008,857M5H77+8R,35001
"New Mexico|Sandia, Albuquerque",35.1633402,-106.4354008,857M5H77+8R,35001
"New Mexico|Sandia, New Mexico",35.1633402,-106.4354008,857M5H77+8R,35001
"New Mexico|Socarro, New Mexico",34.0583995,-106.8914159,856M3455+9C,35053
"New Mexico|Sulfur Canyon Rd., Rodeo",31.8353718,-109.0311699,853GRXP9+4G,35023
New Mexico|Taos,36.4072485,-105.5730665,858PCC4G+VQ,35055
"New Mexico|Tijera, New Mexico",35.0795244,-106.3878905,857M3JH6+RR,35001
New Mexico|US-NM-Bitter Lakes NWR - Visitor Center,33.4560557,-104.4016747,855QFH4X+C8,35005
New Mexico|US-NM-Cave Creek Canyon--Southwestern Research Station,,,,
New Mexico|US-NM-Mesilla-2180-2198 S Fairacres Rd - 32.2495x-106.8216,32.2495,-106.8216,854M65XH+Q9,35013
"New Mexico|Ventana Canyon, Albuquerque",35.1849328,-106.7331048,857M57M8+XQ,35001
"New Mexico|Willow Tank, Rodeo",31.8353718,-109.0311699,853GRXP9+4G,35023
New Mexico|Zuni,35.0694767,-108.8484168,857H3592+QJ,35031
"New York|Central Park, NYC",40.7711329,-73.9741874,87G8Q2CG+F8,36061
New York|Cooperstown KOA,42.8525218,-74.8909396,87J7V435+2J,36043
"New York|Jamaica Bay NWR, New York",40.6166907,-73.8271232,87G8J58F+M5,36081
"New York|Plattekill KOA campground, New York",41.6239741,-74.0593872,87H7JWFR+H6,36111
"New York|US-East Hampton-Gardiners Bay - 41.1129x-72.1592 - Jul 24, 2016, 11:11 AM",41.1129,-72.1592,87H94R7R+58,36103
New York|US-NY-Brookhaven-221-225 Harbor Beach Rd - 40.9654x-73.0278,40.9654,-73.0278,87G8XX8C+5V,36103
New York|US-NY-Brookhaven-84 Mill Rd - 40.8398x-72.9435,40.8398,-72.9435,87G9R3Q4+WH,36103
New York|US-NY-Brookhaven-Long Island Sound - 40.9781x-73.0983,40.9781,-73.0983,87G8XWH2+6M,36103
New York|US-NY-Brookhaven-Stony Brook University - 40.9112x-73.1194,40.9112,-73.1194,87G8WV6J+F6,36103
"Nicaragua|Granada, Nicaragua",,,,
"Nicaragua|Masaya Volcano National Park, Nicaragua",,,,
"North Carolina|Beaufort, North Carolina",34.7182174,-76.6638186,8765P89P+7F,37031
North Carolina|Bodie Island Lighthouse & Pond,35.8186021,-75.5631089,8776RC9P+CQ,37055
North Carolina|Corolla,,,,
"North Carolina|On the Road - Rodanthe, NC to SC Border",,,,
North Carolina|On the road,36.409795,-81.4015035,868WCH5X+W9,37009
North Carolina|Outer Banks,35.5584932,-75.4665158,8776HG5M+99,37055
North Carolina|Pine Island Audubon Sanctuary and Center,,,,
North Carolina|US-NC-Buxton-Cape Hatteras National Seashore - 35.2515x-75.5278,35.2515,-75.5278,87767F2C+HV,37055
North Carolina|US-NC-Nags Head-Cape Hatteras National Seashore - 35.7371x-75.5023,35.7371,-75.5023,8776PFPX+R3,37055
North Carolina|US-NC-Rodanthe-Cape Hatteras National Seashore - 35.5742x-75.4626,35.5742,-75.4626,8776HGFP+MX,37055
North Carolina|logan,36.0681963,-79.7715283,8782369H+79,37081
North Carolina|on the road,36.409795,-81.4015035,868WCH5X+W9,37009
"North Dakota|Bismarck, North Dakota",46.8083268,-100.7837392,85RXR658+8G,38015
"North Dakota|Fort Mandan, North Dakota",47.2984814,-101.0856905,85VW7WX7+9P,38055
"North Dakota|Hwy 1804, North Dakota",,,,
"North Dakota|I-94, North Dakota",,,,
"North Dakota|Lake Ilo, North Dakota",47.344906,-102.6711409,85VV88VH+XG,38025
"North Dakota|Theodore Roosevelt NP, North Dakota",46.9160782,-103.5242909,85RRWF8G+C7,38007
Norway|Balestrand,,,,
Norway|Balestrand to Lilehammer,,,,
Norway|Bergen,,,,
Norway|Flam,,,,
"Ohio|2795–2799 Port Rd, Groveport US-OH (39.8296,-82.9251)",,,,
"Ohio|301–499 Cherry Dr, Columbus US-OH (39.9548,-83.0103)",39.9562764,-83.0099389,86FRXX4R+G2,39049
"Ohio|3758 Kauffman Rd, Stow US-OH (41.1600,-81.4164)",,,,
"Ohio|709 S Market St, Loudonville US-OH (40.6247,-82.2398)",,,,
"Ohio|Antrim Lake, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Audubon Center, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Baymont Inn & Suites, Hudson",41.240056,-81.440667,86HW6HR5+2P,39153
"Ohio|Beck St, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Bicentennial Park, Columbus US-OH (39.9631,-83.0059)",,,,
Ohio|Big Island,40.6122803,-83.2168608,86GRJQ6M+W7,39101
Ohio|Blendon Woods Metro Park,40.0620007,-82.8775218,86GV346C+RX,39049
Ohio|Blendon Woods Metro Park--Thoreau Pond,40.0620007,-82.8775218,86GV346C+RX,39049
"Ohio|Chestnut Ridge Metro Park, Columbus",39.808693,-82.753871,86FVR65W+FF,39045
Ohio|Clear Creek Metro Park,39.591017,-82.5872257,86FVHCR7+C4,39073
"Ohio|Clear Creek Metro Park, Ohio",39.591017,-82.5872257,86FVHCR7+C4,39073
"Ohio|Clifton Gorge, Ohio",39.7941094,-83.8314927,86FRQ5V9+JC,39057
Ohio|Columbus,39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Confluence, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Conneaut,,,,
Ohio|Conneaut Marsh,,,,
Ohio|Cuyahoga National Park,41.433923,-81.67582,86HWC8MF+HM,39035
Ohio|Cuyahoga Valley NP--Ira Rd. Beaver Marsh,,,,
"Ohio|Cuyahoga Valley, Cuyahoga Falls US-OH (41.1844,-81.5829)",,,,
Ohio|Darby Creek Metro Park,39.8056782,-83.1748547,86FRRR4G+73,39129
Ohio|Dawes Arboretum,39.980131,-82.413102,86FVXHJP+3Q,39089
Ohio|Deer Creek State Park,39.638716,-83.244641,86FRJQQ4+F4,39129
Ohio|Dillon State Park,,,,
"Ohio|Gahanna Woods, Columbus",40.0463107,-82.8179863,86GV25WJ+GR,39049
Ohio|Geneva SP,,,,
Ohio|Geneva State Park,,,,
"Ohio|Geneva State Park, Geneva US-OH (41.8499,-80.9861)",,,,
Ohio|German Village,39.9477051,-82.9918172,86FVW2X5+37,39049
"Ohio|German Village, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Goodale Park,39.9756342,-83.0069982,86FRXXGV+76,39049
Ohio|Grandview,39.9797863,-83.0407403,86FRXXH5+WP,39049
"Ohio|Greenlawn, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Hadocy RV,39.9524735,-83.1034628,86FRXV2W+XJ,39049
"Ohio|Happy Hooker, Oregon",41.6436603,-83.4868768,86HRJGV7+F6,39095
Ohio|Harrison Lake State Park,41.6429471,-84.3669896,86HQJJVM+56,39051
Ohio|Highbanks Metro Park,39.2839626,-84.3914151,86FQ7JM5+HC,39061
"Ohio|Highway 315, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Hocking Hills,39.4265525,-82.5357328,86FVCFG7+JP,39073
"Ohio|Hocking Hills - Conkles Hollow, Ohio",39.4568889,-82.5760745,86FVFC4F+QH,39073
Ohio|Hoover Reservoir--Spillway,40.1080116,-82.8820637,86GV4459+65,39049
Ohio|Hubbard Valley Park,,,,
"Ohio|I-71 N, Mount Gilead US-OH (40.4923,-82.7235)",,,,
Ohio|I-71 near Cincinnati,39.1031182,-84.5120196,86FQ4F3Q+65,39061
"Ohio|Inniswood Metro Gardens, Columbus",40.101547,-82.899566,86GV4422+J5,39049
"Ohio|Kauffman Road, Stow",,,,
Ohio|Ledges,,,,
Ohio|Logan,39.5400672,-82.4070986,86FVGHRV+25,39073
Ohio|Magee Marsh,41.6275352,-83.1903543,86HRJRH5+2V,39095
Ohio|Maumee Bay State Park,41.6788644,-83.3740311,86HRMJHG+G9,39095
"Ohio|Maumee Bay State Park, Ohio",41.6788644,-83.3740311,86HRMJHG+G9,39095
"Ohio|Metzger Marsh, Ohio",41.6275352,-83.1903543,86HRJRH5+2V,39095
"Ohio|Metzger Marsh, Oregon",41.6275352,-83.1903543,86HRJRH5+2V,39095
# Testing a comment
Ohio|Miranova,39.9546281,-83.005498,86FRXX3V+VR,39049
"Ohio|N Vance St, Carey",40.95703,-83.3819661,86GRXJ49+R6,39175
"Ohio|North Bank Park, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Oak Openings Metro Park, Ohio",41.5517744,-83.8526036,86HRH42W+PX,39095
"Ohio|Ohio Highway 2, Ohio",41.6268435,-82.9931607,86HVJ2G4+PP,39123
"Ohio|Ohio State University wetlands, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Olentangy River,40.0415268,-83.0330268,86GR2XR8+JQ,39049
"Ohio|Olentangy River near Ohio State, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Olentangy River, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Olentangy Trail, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Olentangy near OSU, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Oregon,41.6436603,-83.4868768,86HRJGV7+F6,39095
"Ohio|Park Rd 10, Oregon",41.6436603,-83.4868768,86HRJGV7+F6,39095
"Ohio|Park Rd 17, Oregon",41.6436603,-83.4868768,86HRJGV7+F6,39095
"Ohio|Pearson Metro Park North, Oregon",41.6409604,-83.4370851,86HRJHR7+95,39095
"Ohio|Pearson Metro Park, Ohio",41.6409604,-83.4370851,86HRJHR7+95,39095
"Ohio|Pearson Metro Park, Oregon",41.6409604,-83.4370851,86HRJHR7+95,39095
"Ohio|Pearson Metro Park, north wetlands, Ohio",41.6409604,-83.4370851,86HRJHR7+95,39095
"Ohio|Pickerington Pond, Columbus",39.8745013,-82.7827948,86FVV6F8+RV,39045
Ohio|Pickerington Ponds,,,,
Ohio|Pickerington Ponds--Ellis Pond,,,,
Ohio|Pickerington Ponds--Wood Duck Picnic Area,,,,
"Ohio|Prairie Oaks Metro Park, Columbus",39.991272,-83.2639782,86FRXPRP+GC,39097
"Ohio|Rickenbacker International Airport, Groveport US-OH (39.8296,-82.9247)",,,,
Ohio|Salt Fork State Park,,,,
"Ohio|Schiller Park, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Scioto Audubon Metro Park,39.9463562,-83.0051794,86FRWXWV+GW,39049
Ohio|Scioto Greenways,39.963137,-83.0216461,86FRXX7H+78,39049
"Ohio|Scioto Greenways, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Scioto Grove Metro Park,39.8555727,-83.0278692,86FRVX4C+6V,39049
Ohio|Scioto Loop,39.963137,-83.0216461,86FRXX7H+78,39049
Ohio|Scioto River,39.963137,-83.0216461,86FRXX7H+78,39049
"Ohio|Scioto River at Broad Street, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Scioto River, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Scioto Trail, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Scioto and Olentangy rivers,39.963137,-83.0216461,86FRXX7H+78,39049
"Ohio|Sciotto Park, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Sharon Woods Metro Park,40.1140074,-82.9490509,86GV4372+J9,39049
"Ohio|Short Street, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|Slate Run Metro Park,39.759258,-82.834342,86FVQ558+P7,39129
Ohio|Streetsboro KOA,41.245267,-81.386947,86HW6JW7+46,39133
"Ohio|The Virginia Kendall State Park, Peninsula US-OH (41.2239,-81.5102)",,,,
"Ohio|Three Creeks Metro Park, Columbus",39.8948129,-82.9140727,86FVV3VP+W9,39049
"Ohio|US 23 north central, Ohio",41.156998,-83.4168702,86HR5H4M+Q7,39147
"Ohio|US 23, Marion",40.5886699,-83.1285242,86GRHVQC+FH,39101
Ohio|US-OH-Antrim Park,40.0784222,-83.0376693,86GR3XH6+9W,39049
Ohio|US-OH-Canal Winchester-4150 Bowen Rd - 39.8917x-82.8038,39.8917,-82.8038,86FVV5RW+MF,39049
Ohio|US-OH-Columbus-Scioto River near downtown and upstream,39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|US-OH-Green Lawn Cemetery, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|US-OH-Highbanks Metro Park,39.2839626,-84.3914151,86FQ7JM5+HC,39061
Ohio|US-OH-Ohio State University--Wetlands,40.0163181,-83.0209304,86GR2X8H+GJ,39049
Ohio|US-OH-Pickerington Ponds--Ellis Pond,39.8745013,-82.7827948,86FVV6F8+RV,39045
Ohio|US-OH-Pickerington Ponds--Yellowlegs Trail,39.8745013,-82.7827948,86FVV6F8+RV,39045
Ohio|US-OH-Prairie Oaks Metro Park (Madison Co.),39.991272,-83.2639782,86FRXPRP+GC,39097
Ohio|US-OH-Scioto Audubon Metro Park,39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|US-OH-Sheldon Marsh State Nature Preserve,41.4083864,-82.6026597,86HVC95W+9W,39043
Ohio|US-OH-Three Creeks Metro Park,39.8948129,-82.9140727,86FVV3VP+W9,39049
Ohio|US-OH-Watermark Quarries,39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|US-OH-Westerville-Sharon Woods Metro Park - 40.1112x-82.9556,40.1112,-82.9556,86GV426V+FQ,39049
Ohio|US23 south of Columbus,39.9611755,-82.9987942,86FVX262+FF,39049
"Ohio|Walden Pond, Blendon Woods Metro Park",40.0722016,-82.8775218,86GV34CC+VX,39049
"Ohio|downtown library, Columbus",39.9611755,-82.9987942,86FVX262+FF,39049
Ohio|logan,39.5400672,-82.4070986,86FVGHRV+25,39073
"Ohio|near Olentangy River, Highbanks Metro Park",39.2839626,-84.3914151,86FQ7JM5+HC,39061
"Oklahoma|10 Mile Flats, Norman",35.2833975,-97.5433702,86747FM4+9M,40027
"Oklahoma|10 mile flats, Norman",35.2833975,-97.5433702,86747FM4+9M,40027
"Oklahoma|10-mile flats, Norman",35.2833975,-97.5433702,86747FM4+9M,40027
"Oklahoma|1413 Spruce St., Norman",35.1946205,-97.4626269,86745GVP+RW,40027
"Oklahoma|24th St., NW,, north of Robinson, Norman",35.232961,-97.480411,86746GM9+5R,40027
"Oklahoma|27209–27389 Ladd Ave, Goldsby US-OK (35.1209,-97.4413)",,,,
"Oklahoma|3001–3051 W Tecumseh Rd, Norman US-OK (35.2621,-97.4875)",,,,
"Oklahoma|3003 River Oaks Dr,. Norman",35.222605,-97.48692,86746GF7+26,40027
"Oklahoma|3003 River Oaks Dr., Norman",35.222605,-97.48692,86746GF7+26,40027
"Oklahoma|3300 Healthplex Pkwy, Norman US-OK (35.2600,-97.4894)",,,,
"Oklahoma|36th St. and Indian Hills, Norman",35.290785,-97.4943946,86747GR4+86,40027
"Oklahoma|36th St., Norman",35.2577723,-97.4943144,86747G54+47,40027
"Oklahoma|4800 Corbett Dr., Norman",35.2289587,-97.5124795,86746FHQ+H2,40027
"Oklahoma|4800 Corbett, Norman",35.2289587,-97.5124795,86746FHQ+H2,40027
"Oklahoma|48th St., Norman",35.2225668,-97.4394777,86746HF6+26,40027
"Oklahoma|48th and Main, Norman",35.2183665,-97.5118594,86746F9Q+87,40027
Oklahoma|Arbor Gardens Park,,,,
"Oklahoma|Arbor Lake, Norman",35.2225668,-97.4394777,86746HF6+26,40027
Oklahoma|Ardmore,34.1742611,-97.1436254,86645VF4+PG,40019
Oklahoma|Beaver Bend State Park,34.131148,-94.6906958,866748J5+FP,40089
Oklahoma|Beaver’s Bend Park Ranger Station,34.131148,-94.6906958,866748J5+FP,40089
"Oklahoma|Benton Farm, Kenton",36.9028348,-102.9633725,858VW23P+4M,40025
Oklahoma|Boise City,36.7294675,-102.5132419,858VPFHP+QP,40025
"Oklahoma|Boundary St, Temple US-OK (34.2757,-98.2264)",,,,
"Oklahoma|Bricktown Pallpark, OKC",35.464418,-97.509031,8674FF7R+Q9,40109
Oklahoma|Broken Bow,34.0292764,-94.7391045,866727H6+P9,40089
Oklahoma|Broken Bow Park,34.0292764,-94.7391045,866727H6+P9,40089
Oklahoma|Cambridge - Norman,35.2225668,-97.4394777,86746HF6+26,40027
"Oklahoma|Cambridge Lake, Norman",35.2225668,-97.4394777,86746HF6+26,40027
"Oklahoma|Cambridge Park, Norman",35.2225668,-97.4394777,86746HF6+26,40027
"Oklahoma|Cambridge, Norman",35.2225668,-97.4394777,86746HF6+26,40027
Oklahoma|Canton Lake,36.1188018,-98.6637153,8683489P+GG,40043
"Oklahoma|Cedar Mt. Area, Broken Bow",34.0292764,-94.7391045,866727H6+P9,40089
Oklahoma|Chichasaw NRA,34.507525,-96.9699845,8665G25J+22,40099
"Oklahoma|City Park, Broken Bow",34.0292764,-94.7391045,866727H6+P9,40089
"Oklahoma|Convention Center, Idabell",33.8956647,-94.8263281,8657V5WF+7F,40089
"Oklahoma|Dolese Sand Pits, Guthrie, OK",35.878937,-97.4253185,8674VHHF+HV,40083
Oklahoma|Durant,,,,
Oklahoma|East Norman,35.2225668,-97.4394777,86746HF6+26,40027
"Oklahoma|Education Center, Wichita NWR",34.7328466,-98.7131984,8663P7MP+4P,40031
Oklahoma|El Dorado,34.4720173,-99.6481484,8662F9C2+RP,40065
"Oklahoma|Embassy Suites, Norman",35.2225668,-97.4394777,86746HF6+26,40027
Oklahoma|Fort Supply,36.5736459,-99.5723366,8682HCFH+F3,40153
Oklahoma|Goldsby,35.141179,-97.4769773,86744GRF+F6,40087
Oklahoma|Goldsby Sod Farm,35.141179,-97.4769773,86744GRF+F6,40087
"Oklahoma|Goldsby Sod Farm, Goldsby",35.141179,-97.4769773,86744GRF+F6,40087
"Oklahoma|Golf Course, Duncan",34.4595794,-97.6655165,8664F85M+RQ,40137
Oklahoma|Gr. Salt Plains,36.7244971,-98.2103619,8683PQFQ+QV,40003
Oklahoma|Great Salt Plains,36.7244971,-98.2103619,8683PQFQ+QV,40003
Oklahoma|Great Salt Plains NWR,36.7244971,-98.2103619,8683PQFQ+QV,40003
"Oklahoma|Great Salt Plains NWR, Jet,",36.7244971,-98.2103619,8683PQFQ+QV,40003
Oklahoma|Hackberry Flat WMA--Sandpiper Unit,,,,
Oklahoma|Hackberry Flats,34.2764846,-98.9637713,866372GP+HF,40141
Oklahoma|Hackberry Flats NWR,34.2764846,-98.9637713,866372GP+HF,40141
"Oklahoma|Hackberry Flats, Fredricksburg",34.2764846,-98.9637713,866372GP+HF,40141
Oklahoma|Highway to Wichita NWR,,,,
Oklahoma|Hinton,35.4714415,-98.3556162,8673FJCV+HQ,40015
"Oklahoma|Homeland, Robinson, Norman",35.2225668,-97.4394777,86746HF6+26,40027
"Oklahoma|Humphries Lake, Duncan",34.5970908,-97.8980146,8664H4W2+RQ,40137
Oklahoma|I44,,,,
Oklahoma|I44 near Lawton,34.6035669,-98.3959291,8663JJ33+CJ,40031
Oklahoma|I44 to and from Wichita NWR,,,,
"Oklahoma|Jenkins Rd., Norman",35.1839074,-97.4413201,86745HM5+HF,40027
"Oklahoma|Jenkins, Norman",35.1839074,-97.4413201,86745HM5+HF,40027
Oklahoma|Kenton,36.9028348,-102.9633725,858VW23P+4M,40025
"Oklahoma|Kizziar Feed Lot, Altus",34.637765,-99.3340442,8662JMQ8+49,40065
"Oklahoma|Kulli Recreation Center, Idabell",33.8956647,-94.8263281,8657V5WF+7F,40089
"Oklahoma|Lagoons, Wichita NWR",34.7328466,-98.7131984,8663P7MP+4P,40031
"Oklahoma|Lake Carl Blackwell, Stillwater",36.1344138,-97.2302295,86844QM9+QW,40119
Oklahoma|Lake Hefner,35.5723968,-97.5951577,8674HCC3+XW,40109
"Oklahoma|Lake Hefner, OKC",35.5723968,-97.5951577,8674HCC3+XW,40109
"Oklahoma|Lake Hefner, Oklahoma",35.5723968,-97.5951577,8674HCC3+XW,40109
"Oklahoma|Lake Hefner, Oklahoma City",35.5723968,-97.5951577,8674HCC3+XW,40109
Oklahoma|Lake Hefner--Oklahoma City Docks,,,,
"Oklahoma|Lake Hefner--Lakeshore Park/Prairie Dog Point",35.561,-97.614,8674H96P+C9,
Oklahoma|Lake McGee State Park,33.9359519,-96.1828631,8655WRP8+9V,40013
"Oklahoma|Lake Overholzer, Oklahoma City",35.4933978,-97.66554,8674F8VM+9Q,40109
Oklahoma|Lake Stanley Draper,35.3555444,-97.3936839,86749J44+6G,40027
Oklahoma|Lake Texoma,33.9385714,-96.6753622,8655W8QF+CV,40095
"Oklahoma|Lake Thunderbid, Norman",35.2194324,-97.2476577,86746Q92+QW,40027
"Oklahoma|Lake Thunderbird Area, Norman",35.2194324,-97.2476577,86746Q92+QW,40027
"Oklahoma|Lake Thunderbird, Norman",35.2194324,-97.2476577,86746Q92+QW,40027
Oklahoma|Lake Tom Sneed,34.7684642,-99.0366024,8662QX97+99,40075
Oklahoma|Lake Waurika--Beaver Creek Landing Park,,,,
"Oklahoma|Lesser Prairie Chicken Festival, Woodward",36.4336481,-99.3903862,8682CJM5+FR,40153
Oklahoma|Little River NWR,33.9525009,-94.7048723,8657X73W+23,40089
"Oklahoma|Little River NWR, Idabell",33.9525009,-94.7048723,8657X73W+23,40089
"Oklahoma|Lost Lake, Wichita Mts. NWR",34.7328466,-98.7131984,8663P7MP+4P,40031
"Oklahoma|Lost Lake, Wichita NWR",34.7328466,-98.7131984,8663P7MP+4P,40031
Oklahoma|Marland,36.5608732,-97.1511535,8684HR6X+8G,40103
Oklahoma|McCurtain County Wilderness,34.2991285,-94.6347041,866779X8+M4,40089
Oklahoma|Mileage marker 47,,,,
Oklahoma|Mileage marker 67,,,,
Oklahoma|Mileage marker 73,,,,
"Oklahoma|Mileage marker 73, I-35",,,,
